colour	y	x	label	clickSelects	showSelected1	PANEL	group	anchor
#FF0000	0.613120601700546	9	constant	constant	test	1	1	start
#FF0000	0.927525321587178	9	cubic	cubic	test	1	2	start
#FF0000	-0.174820644780171	9	quadratic	quadratic	test	1	4	start
#FF0000	-0.7637321998256	9	linear	linear	test	1	3	start
#FF0000	-0.899022184143929	1	constant	constant	test	2	1	end
#FF0000	-2.15729972116836	1	cubic	cubic	test	2	2	end
#FF0000	-1.69146465047131	1	quadratic	quadratic	test	2	4	end
#FF0000	-2.23511048090508	1	linear	linear	test	2	3	end
